t,n,e,d,vn,ve,vd,phi,theta,psi,p,q,r,phiE,thetaE,psiE,nE,eE,dE,vnE,veE,vdE,T1,T2,T3,T4
0.970000,2.000272,1.999844,-0.670096,-0.000382,-0.000188,-1.008046,0.000178,0.000227,-0.005124,0.001770,-0.001189,-0.005655,0.000048,0.000131,-0.007275,2.000072,1.999490,-0.680067,-0.002894,-0.003808,-1.005156,2.360719,2.354778,2.360647,2.354908,
0.980000,2.000268,1.999843,-0.680177,-0.000403,-0.000171,-1.004754,0.000196,0.000215,-0.005181,0.001791,-0.000993,-0.005569,0.000174,0.000046,-0.007015,2.000217,1.999761,-0.690310,-0.000828,0.000314,-1.005000,2.352427,2.353245,2.352531,2.352825,
0.990000,2.000264,1.999841,-0.690224,-0.000424,-0.000152,-1.001328,0.000214,0.000205,-0.005236,0.001789,-0.000825,-0.005501,0.000157,0.000172,-0.007438,1.999947,1.999708,-0.700173,-0.004548,-0.000646,-0.999136,2.358588,2.344097,2.360576,2.345637,
1.000000,2.000260,1.999839,-0.700237,-0.000443,-0.000132,-0.997792,0.000232,0.000197,-0.005291,0.001772,-0.000815,-0.005389,0.000291,0.000100,-0.007635,2.000071,2.000050,-0.710295,-0.002339,0.004487,-0.997581,2.347392,2.348656,2.349105,2.348166,
1.010000,2.000255,1.999838,-0.710215,-0.000461,-0.000110,-0.994137,0.000250,0.000189,-0.005345,0.001680,-0.000851,-0.005299,0.000229,0.000083,-0.007862,2.000043,1.999908,-0.720174,-0.002531,0.001263,-0.992677,2.357711,2.336231,2.358906,2.335425,
1.020000,2.000251,1.999837,-0.720157,-0.000479,-0.000086,-0.990376,0.000266,0.000180,-0.005398,0.001536,-0.000893,-0.005138,0.000358,-0.000086,-0.007680,2.000415,2.000178,-0.730164,0.003423,0.004755,-0.990198,2.345993,2.342831,2.347123,2.339784,
1.030000,2.000246,1.999836,-0.730061,-0.000496,-0.000061,-0.986505,0.000282,0.000171,-0.005450,0.001273,-0.000859,-0.004987,0.000234,-0.000089,-0.007715,2.000541,1.999992,-0.740075,0.004454,0.001524,-0.987081,2.347059,2.335622,2.346971,2.335605,
1.040000,2.000241,1.999835,-0.739926,-0.000512,-0.000035,-0.982526,0.000294,0.000163,-0.005500,0.001065,-0.000828,-0.004822,0.000127,-0.000057,-0.007611,2.000471,1.999776,-0.749991,0.002434,-0.001815,-0.983695,2.344438,2.334382,2.342951,2.333814,
1.050000,2.000236,1.999835,-0.749751,-0.000527,-0.000007,-0.978441,0.000305,0.000155,-0.005548,0.000931,-0.000731,-0.004651,0.000266,-0.000188,-0.007827,2.000804,2.000078,-0.759935,0.007332,0.003061,-0.981208,2.345152,2.328337,2.344328,2.325347,
1.060000,2.000230,1.999835,-0.759535,-0.000541,0.000022,-0.974245,0.000314,0.000147,-0.005594,0.000748,-0.000518,-0.004442,0.000233,-0.000209,-0.008113,2.000919,1.999967,-0.769271,0.007963,0.001004,-0.970729,2.343925,2.336152,2.343164,2.332689,
1.070000,2.000225,1.999835,-0.769278,-0.000555,0.000051,-0.969987,0.000322,0.000142,-0.005639,0.000505,-0.000198,-0.004239,0.000205,-0.000136,-0.008242,2.000838,1.999889,-0.779184,0.005549,-0.000772,-0.969126,2.345456,2.326350,2.344531,2.324573,
1.080000,2.000220,1.999836,-0.778978,-0.000568,0.000082,-0.965650,0.000327,0.000140,-0.005681,0.000281,0.000153,-0.003998,0.000275,0.000042,-0.008219,2.000524,2.000030,-0.788853,-0.000059,0.000926,-0.964805,2.342110,2.324663,2.343331,2.324426,
1.090000,2.000214,1.999837,-0.788634,-0.000581,0.000112,-0.961235,0.000330,0.000142,-0.005721,0.000051,0.000399,-0.003733,0.000236,0.000067,-0.008298,2.000406,1.999984,-0.798320,-0.001985,0.000212,-0.958177,2.343932,2.324020,2.343700,2.323827,
1.100000,2.000208,1.999838,-0.798246,-0.000594,0.000143,-0.956761,0.000330,0.000146,-0.005758,-0.000133,0.000611,-0.003441,0.000298,0.000120,-0.008117,2.000315,2.000125,-0.808035,-0.002664,0.002687,-0.955906,2.334745,2.325347,2.337142,2.325629,
1.110000,2.000202,1.999839,-0.807814,-0.000608,0.000174,-0.952215,0.000329,0.000152,-0.005793,-0.000354,0.000686,-0.003166,0.000146,0.000161,-0.007796,2.000177,1.999818,-0.817836,-0.004242,-0.002374,-0.954819,2.333231,2.319118,2.333717,2.320458,
1.120000,2.000196,1.999841,-0.817336,-0.000622,0.000205,-0.947577,0.000325,0.000159,-0.005825,-0.000501,0.000681,-0.002891,0.000061,0.000185,-0.007597,2.000120,1.999606,-0.827404,-0.004787,-0.005894,-0.950681,2.325387,2.322693,2.325951,2.325774,
1.130000,2.000190,1.999843,-0.826812,-0.000636,0.000236,-0.942853,0.000320,0.000166,-0.005853,-0.000529,0.000549,-0.002665,0.000074,0.000080,-0.007414,2.000354,1.999566,-0.836695,-0.000806,-0.005483,-0.942850,2.327119,2.324273,2.327077,2.326245,
1.140000,2.000183,1.999845,-0.836240,-0.000652,0.000266,-0.938070,0.000315,0.000171,-0.005880,-0.000481,0.000374,-0.002477,0.000139,0.000192,-0.007610,2.000065,1.999688,-0.845806,-0.005392,-0.003052,-0.933410,2.330863,2.325577,2.330898,2.327475,
1.150000,2.000177,1.999848,-0.845621,-0.000667,0.000295,-0.933260,0.000310,0.000175,-0.005905,-0.000376,0.000166,-0.002310,0.000181,0.000365,-0.007921,1.999611,1.999765,-0.854811,-0.011029,-0.001351,-0.923942,2.338177,2.321813,2.340582,2.324643,
1.160000,2.000170,1.999851,-0.854954,-0.000683,0.000324,-0.928449,0.000307,0.000176,-0.005928,-0.000278,-0.000185,-0.002111,0.000224,0.000331,-0.007851,1.999592,1.999832,-0.863725,-0.009769,-0.000443,-0.915268,2.333551,2.330281,2.336734,2.332840,
1.170000,2.000163,1.999854,-0.864238,-0.000700,0.000353,-0.923654,0.000304,0.000175,-0.005949,-0.000221,-0.000669,-0.001938,0.000227,0.000162,-0.007973,1.999824,1.999851,-0.873138,-0.004768,-0.000369,-0.914775,2.334720,2.322460,2.335524,2.323349,
1.180000,2.000156,1.999858,-0.873475,-0.000716,0.000381,-0.918837,0.000302,0.000168,-0.005968,-0.000172,-0.001116,-0.001750,0.000249,0.000087,-0.008165,1.999969,1.999864,-0.882567,-0.002328,-0.000017,-0.914469,2.331338,2.316600,2.333188,2.316983,
1.190000,2.000149,1.999861,-0.882663,-0.000731,0.000409,-0.913966,0.000300,0.000157,-0.005986,-0.000185,-0.001553,-0.001538,0.000074,0.000178,-0.008248,1.999656,1.999431,-0.891581,-0.006882,-0.006278,-0.907900,2.335525,2.313838,2.335601,2.314836,
1.200000,2.000142,1.999866,-0.891803,-0.000746,0.000437,-0.909056,0.000298,0.000141,-0.006001,-0.000163,-0.001940,-0.001284,0.000184,0.000012,-0.008457,1.999829,1.999596,-0.900538,-0.003089,-0.003024,-0.901348,2.332350,2.319169,2.331193,2.318822,
1.210000,2.000134,1.999870,-0.900893,-0.000759,0.000465,-0.904117,0.000296,0.000122,-0.006014,-0.000117,-0.002197,-0.001029,0.000246,-0.000083,-0.008461,1.999992,1.999717,-0.909761,-0.000681,-0.001173,-0.900014,2.330355,2.313204,2.330082,2.313446,
1.220000,2.000127,1.999875,-0.909935,-0.000770,0.000493,-0.899127,0.000295,0.000100,-0.006024,-0.000062,-0.002401,-0.000758,0.000314,-0.000215,-0.008192,2.000180,1.999806,-0.918086,0.002532,0.000261,-0.885555,2.334133,2.324717,2.333225,2.321739,
1.230000,2.000119,1.999880,-0.918926,-0.000779,0.000520,-0.894149,0.000295,0.000076,-0.006032,-0.000090,-0.002427,-0.000499,0.000229,-0.000219,-0.008150,2.000128,1.999648,-0.927281,0.001242,-0.002145,-0.885888,2.326392,2.322544,2.324295,2.321194,
1.240000,2.000111,1.999885,-0.927867,-0.000786,0.000548,-0.889143,0.000294,0.000052,-0.006037,-0.000087,-0.002326,-0.000278,0.000192,-0.000218,-0.008325,2.000085,1.999630,-0.936340,0.000549,-0.002302,-0.883951,2.323657,2.318555,2.321151,2.318757,
1.250000,2.000104,1.999890,-0.936759,-0.000791,0.000575,-0.884088,0.000293,0.000028,-0.006040,0.000011,-0.002164,-0.000086,0.000286,-0.000157,-0.008503,1.999945,1.999803,-0.945309,-0.001809,0.000553,-0.881460,2.325087,2.310828,2.325456,2.310283,
1.260000,2.000096,1.999896,-0.945600,-0.000793,0.000602,-0.878975,0.000293,0.000007,-0.006041,0.000057,-0.002028,0.000126,0.000356,-0.000145,-0.008423,1.999932,1.999924,-0.954122,-0.001769,0.002294,-0.876421,2.321699,2.312278,2.323634,2.311533,
1.270000,2.000088,1.999902,-0.954389,-0.000793,0.000630,-0.873809,0.000293,-0.000014,-0.006039,-0.000000,-0.001961,0.000339,0.000420,-0.000083,-0.008216,1.999777,2.000124,-0.962772,-0.003901,0.005115,-0.869616,2.323507,2.312031,2.325177,2.311549,
1.280000,2.000080,1.999908,-0.963127,-0.000792,0.000657,-0.868608,0.000293,-0.000033,-0.006036,-0.000122,-0.001950,0.000560,0.000472,-0.000106,-0.008295,1.999737,2.000235,-0.971437,-0.004131,0.006134,-0.864068,2.319919,2.315720,2.322693,2.313246,
1.290000,2.000072,1.999915,-0.971814,-0.000789,0.000684,-0.863376,0.000292,-0.000053,-0.006030,-0.000406,-0.001951,0.000763,0.000634,-0.000199,-0.008264,1.999840,2.000592,-0.980104,-0.001793,0.010489,-0.859700,2.320282,2.313877,2.323380,2.309817,
1.300000,2.000064,1.999922,-0.980447,-0.000784,0.000711,-0.858113,0.000288,-0.000072,-0.006023,-0.000885,-0.001918,0.000966,0.000480,-0.000251,-0.008071,1.999910,2.000504,-0.988594,-0.000491,0.007191,-0.853233,2.320807,2.314459,2.321050,2.313451,
1.310000,2.000056,1.999929,-0.989028,-0.000777,0.000738,-0.852828,0.000279,-0.000091,-0.006013,-0.001313,-0.001865,0.001156,0.000447,-0.000269,-0.007827,1.999919,2.000539,-0.997313,-0.000626,0.006332,-0.851446,2.313003,2.316350,2.314119,2.314218,
1.320000,2.000048,1.999936,-0.997557,-0.000768,0.000764,-0.847503,0.000266,-0.000110,-0.006002,-0.001770,-0.001787,0.001302,0.000315,-0.000269,-0.007617,1.999893,2.000382,-1.005882,-0.000709,0.003392,-0.847177,2.310789,2.316338,2.310992,2.315237,
1.330000,2.000041,1.999944,-1.006032,-0.000758,0.000788,-0.842135,0.000248,-0.000128,-0.005989,-0.002182,-0.001692,0.001398,0.000183,-0.000249,-0.007373,1.999816,2.000262,-1.014302,-0.001452,0.001132,-0.841521,2.305416,2.321786,2.304016,2.322267,
1.340000,2.000033,1.999952,-1.014453,-0.000746,0.000811,-0.836735,0.000227,-0.000145,-0.005975,-0.002445,-0.001584,0.001406,-0.000064,-0.000203,-0.007335,1.999620,1.999852,-1.023001,-0.004001,-0.004713,-0.840570,2.301391,2.318756,2.298791,2.320006,
1.350000,2.000026,1.999960,-1.022820,-0.000732,0.000832,-0.831280,0.000202,-0.000161,-0.005961,-0.002520,-0.001450,0.001336,-0.000022,-0.000337,-0.007292,1.999842,1.999915,-1.031032,0.000057,-0.003311,-0.829745,2.308720,2.319405,2.307055,2.320173,
1.360000,2.000018,1.999968,-1.031133,-0.000717,0.000851,-0.825813,0.000177,-0.000175,-0.005947,-0.002493,-0.001310,0.001232,-0.000119,-0.000435,-0.006953,1.999977,1.999742,-1.039279,0.002320,-0.005330,-0.824097,2.310202,2.319578,2.306300,2.319723,
1.370000,2.000011,1.999977,-1.039391,-0.000701,0.000867,-0.820338,0.000152,-0.000188,-0.005935,-0.002329,-0.001066,0.001103,-0.000103,-0.000391,-0.006746,1.999875,1.999771,-1.047597,0.000141,-0.003703,-0.820286,2.303277,2.323179,2.300430,2.323715,
1.380000,2.000004,1.999985,-1.047595,-0.000684,0.000881,-0.814846,0.000129,-0.000199,-0.005924,-0.002078,-0.000789,0.000913,-0.000026,-0.000383,-0.006445,1.999886,1.999966,-1.055683,0.000674,-0.000054,-0.813554,2.299318,2.328340,2.297656,2.329307,
1.390000,1.999997,1.999994,-1.055743,-0.000665,0.000893,-0.809348,0.000108,-0.000207,-0.005915,-0.001784,-0.000543,0.000640,-0.000180,-0.000559,-0.006318,2.000251,1.999713,-1.063806,0.005926,-0.003319,-0.808613,2.299776,2.328460,2.296605,2.328364,
1.400000,1.999991,2.000003,-1.063837,-0.000646,0.000903,-0.803842,0.000090,-0.000212,-0.005908,-0.001440,-0.000231,0.000301,-0.000071,-0.000567,-0.006477,2.000362,1.999838,-1.071876,0.006998,-0.000957,-0.803743,2.302868,2.324775,2.301443,2.322590,
1.410000,1.999984,2.000012,-1.071875,-0.000626,0.000911,-0.798328,0.000076,-0.000215,-0.005905,-0.001192,0.000147,-0.000057,-0.000014,-0.000391,-0.006415,2.000150,1.999919,-1.080092,0.002366,0.000085,-0.801117,2.302463,2.319435,2.302387,2.318829,
1.420000,1.999978,2.000021,-1.079858,-0.000606,0.000918,-0.792790,0.000064,-0.000213,-0.005906,-0.001012,0.000473,-0.000409,0.000027,-0.000281,-0.006376,1.999950,1.999976,-1.087893,-0.000895,0.000804,-0.792751,2.302351,2.324428,2.302388,2.323446,
1.430000,1.999972,2.000030,-1.087786,-0.000586,0.000924,-0.787251,0.000054,-0.000208,-0.005910,-0.000905,0.000767,-0.000778,-0.000004,-0.000423,-0.006117,2.000256,1.999899,-1.095686,0.003612,-0.000387,-0.786031,2.300362,2.328770,2.300144,2.327910,
1.440000,1.999966,2.000040,-1.095659,-0.000567,0.000929,-0.781721,0.000045,-0.000201,-0.005918,-0.000841,0.001041,-0.001185,0.000052,-0.000404,-0.006437,2.000292,1.999987,-1.103656,0.003639,0.000693,-0.782565,2.300749,2.325909,2.300259,2.324726,
1.450000,1.999960,2.000049,-1.103476,-0.000549,0.000933,-0.776187,0.000036,-0.000190,-0.005930,-0.000815,0.001319,-0.001610,-0.000006,-0.000391,-0.006603,2.000322,1.999867,-1.111221,0.003476,-0.001264,-0.773106,2.309712,2.323737,2.308750,2.322693,
1.460000,1.999955,2.000058,-1.111238,-0.000531,0.000936,-0.770677,0.000028,-0.000177,-0.005946,-0.000797,0.001612,-0.002006,0.000102,-0.000419,-0.006722,2.000394,2.000035,-1.119025,0.003834,0.001503,-0.768402,2.310074,2.323276,2.309140,2.320904,
1.470000,1.999950,2.000068,-1.118945,-0.000515,0.000938,-0.765182,0.000020,-0.000161,-0.005966,-0.000833,0.001964,-0.002373,0.000198,-0.000217,-0.006633,2.000120,2.000265,-1.126253,-0.000455,0.004899,-0.756238,2.312047,2.330084,2.313402,2.329899,
1.480000,1.999944,2.000077,-1.126596,-0.000500,0.000940,-0.759743,0.000012,-0.000141,-0.005990,-0.000916,0.002204,-0.002735,0.000134,-0.000083,-0.006876,1.999979,2.000199,-1.133675,-0.002536,0.003104,-0.749167,2.321158,2.322611,2.324160,2.323871,
1.490000,1.999939,2.000086,-1.134194,-0.000486,0.000941,-0.754363,0.000003,-0.000119,-0.006017,-0.001045,0.002245,-0.003028,0.000063,0.000062,-0.006905,1.999728,2.000110,-1.141360,-0.005608,0.001206,-0.747143,2.312034,2.327331,2.314189,2.328952,
1.500000,1.999935,2.000096,-1.141738,-0.000475,0.000941,-0.749010,-0.000008,-0.000097,-0.006047,-0.001166,0.002145,-0.003321,0.000073,0.000164,-0.007085,1.999538,2.000219,-1.148948,-0.007647,0.002751,-0.743809,2.320881,2.315059,2.323061,2.318332,
1.510000,1.999930,2.000105,-1.149228,-0.000466,0.000940,-0.743669,-0.000019,-0.000075,-0.006080,-0.001225,0.001871,-0.003535,0.000046,0.000121,-0.007293,1.999533,2.000214,-1.156621,-0.006339,0.002211,-0.741955,2.314709,2.317581,2.316491,2.318767,
1.520000,1.999925,2.000115,-1.156664,-0.000459,0.000939,-0.738318,-0.000032,-0.000057,-0.006116,-0.001293,0.001548,-0.003717,-0.000198,0.000266,-0.007312,1.999258,1.999836,-1.163931,-0.009485,-0.003328,-0.735391,2.319323,2.313716,2.321120,2.318467,
1.530000,1.999921,2.000124,-1.164048,-0.000454,0.000936,-0.732970,-0.000045,-0.000041,-0.006153,-0.001243,0.001058,-0.003846,-0.000209,0.000074,-0.007521,1.999518,1.999762,-1.171177,-0.004124,-0.004000,-0.729122,2.320387,2.316760,2.320829,2.318959,
1.540000,1.999916,2.000133,-1.171377,-0.000450,0.000931,-0.727631,-0.000057,-0.000031,-0.006191,-0.001140,0.000572,-0.003938,-0.000004,0.000075,-0.007512,1.999463,2.000103,-1.178473,-0.004442,0.001740,-0.724163,2.319355,2.318367,2.320266,2.319230,
1.550000,1.999911,2.000143,-1.178654,-0.000448,0.000926,-0.722302,-0.000068,-0.000025,-0.006231,-0.001060,0.000121,-0.004007,0.000048,-0.000124,-0.007606,1.999800,2.000216,-1.185711,0.001171,0.003101,-0.718917,2.322738,2.316322,2.323544,2.315873,
1.560000,1.999907,2.000152,-1.185877,-0.000445,0.000920,-0.716982,-0.000079,-0.000024,-0.006271,-0.001041,-0.000253,-0.004035,0.000057,0.000069,-0.007370,1.999472,2.000265,-1.192991,-0.003655,0.003323,-0.715567,2.320336,2.315781,2.322017,2.315836,
1.570000,1.999903,2.000161,-1.193046,-0.000443,0.000912,-0.711660,-0.000089,-0.000026,-0.006311,-0.001083,-0.000613,-0.004035,0.000075,0.000072,-0.007483,1.999365,2.000328,-1.200038,-0.004629,0.004234,-0.708819,2.323805,2.316151,2.325010,2.315155,
1.580000,1.999898,2.000170,-1.200163,-0.000441,0.000904,-0.706350,-0.000100,-0.000032,-0.006351,-0.001194,-0.000908,-0.004000,0.000016,0.000143,-0.007544,1.999194,2.000292,-1.207362,-0.006484,0.002938,-0.707127,2.322972,2.310660,2.324904,2.312016,
1.590000,1.999894,2.000179,-1.207226,-0.000438,0.000895,-0.701030,-0.000112,-0.000041,-0.006391,-0.001303,-0.001261,-0.003922,-0.000074,0.000134,-0.007330,1.999095,2.000247,-1.214788,-0.007185,0.002055,-0.707583,2.313718,2.312396,2.313854,2.314365,
1.600000,1.999889,2.000188,-1.214237,-0.000434,0.000884,-0.695669,-0.000125,-0.000054,-0.006431,-0.001326,-0.001617,-0.003858,-0.000175,-0.000240,-0.007269,1.999587,2.000113,-1.221515,0.001161,-0.000363,-0.697855,2.319736,2.317047,2.317288,2.315983,
1.610000,1.999885,2.000197,-1.221193,-0.000429,0.000873,-0.690307,-0.000139,-0.000070,-0.006469,-0.001295,-0.001778,-0.003799,-0.000201,-0.000296,-0.007474,1.999634,2.000091,-1.228206,0.001854,-0.000429,-0.688964,2.326549,2.316893,2.323983,2.315923,
1.620000,1.999881,2.000206,-1.228096,-0.000423,0.000860,-0.684971,-0.000151,-0.000088,-0.006507,-0.001214,-0.001782,-0.003716,-0.000276,-0.000185,-0.007259,1.999467,1.999997,-1.234639,-0.000821,-0.001955,-0.676865,2.324579,2.328809,2.323153,2.330238,
1.630000,1.999876,2.000214,-1.234946,-0.000415,0.000846,-0.679702,-0.000164,-0.000106,-0.006544,-0.001048,-0.001785,-0.003672,-0.000343,-0.000267,-0.007344,1.999564,1.999885,-1.241311,0.001514,-0.003556,-0.670690,2.331591,2.325648,2.328700,2.326021,
1.640000,1.999872,2.000223,-1.241743,-0.000405,0.000831,-0.674498,-0.000174,-0.000124,-0.006581,-0.000801,-0.001699,-0.003620,-0.000172,-0.000257,-0.007481,1.999518,2.000143,-1.248208,0.000977,0.000565,-0.668677,2.330846,2.322592,2.329253,2.321511,
1.650000,1.999868,2.000231,-1.248488,-0.000393,0.000814,-0.669330,-0.000182,-0.000141,-0.006617,-0.000584,-0.001535,-0.003547,-0.000092,-0.000211,-0.007281,1.999393,2.000346,-1.255108,-0.000587,0.003391,-0.666786,2.322170,2.327024,2.320580,2.326302,
1.660000,1.999864,2.000239,-1.255182,-0.000381,0.000797,-0.664174,-0.000188,-0.000156,-0.006653,-0.000380,-0.001322,-0.003509,-0.000317,-0.000472,-0.007173,1.999789,2.000012,-1.261660,0.005283,-0.001952,-0.660731,2.327498,2.325301,2.324255,2.324085,
1.670000,1.999861,2.000247,-1.261823,-0.000366,0.000780,-0.659038,-0.000192,-0.000169,-0.006688,-0.000146,-0.000994,-0.003474,-0.000215,-0.000516,-0.007143,1.999860,2.000141,-1.268374,0.005529,0.000302,-0.657709,2.325420,2.325825,2.322685,2.322847,
1.680000,1.999857,2.000255,-1.268414,-0.000351,0.000762,-0.653910,-0.000193,-0.000179,-0.006723,0.000034,-0.000530,-0.003447,0.000044,-0.000340,-0.007376,1.999638,2.000494,-1.275210,0.001289,0.005516,-0.655940,2.325533,2.319218,2.327647,2.316016,
1.690000,1.999853,2.000263,-1.274953,-0.000334,0.000744,-0.648771,-0.000193,-0.000185,-0.006757,-0.000011,-0.000120,-0.003390,-0.000119,-0.000372,-0.007454,1.999744,2.000302,-1.281606,0.002799,0.001509,-0.648394,2.324728,2.324748,2.324175,2.324606,
1.700000,1.999850,2.000270,-1.281440,-0.000317,0.000726,-0.643643,-0.000193,-0.000186,-0.006791,-0.000032,0.000232,-0.003345,-0.000269,-0.000484,-0.007544,2.000003,2.000077,-1.288388,0.006301,-0.002053,-0.648124,2.322999,2.320961,2.320845,2.320704,
1.710000,1.999847,2.000277,-1.287877,-0.000300,0.000708,-0.638498,-0.000193,-0.000183,-0.006824,0.000018,0.000599,-0.003304,-0.000252,-0.000277,-0.007717,1.999772,2.000127,-1.294819,0.002276,-0.001078,-0.642954,2.323436,2.320750,2.322043,2.321922,
1.720000,1.999844,2.000284,-1.294262,-0.000283,0.000690,-0.633345,-0.000193,-0.000178,-0.006858,0.000149,0.000901,-0.003266,-0.000281,-0.000354,-0.007729,1.999937,2.000086,-1.301264,0.004751,-0.001067,-0.638212,2.325322,2.320669,2.323191,2.320308,
1.730000,1.999841,2.000291,-1.300595,-0.000267,0.000671,-0.628189,-0.000192,-0.000169,-0.006890,0.000316,0.001230,-0.003221,-0.000212,-0.000317,-0.007887,1.999908,2.000171,-1.307211,0.003511,0.000808,-0.626985,2.334514,2.322565,2.333318,2.320877,
1.740000,1.999838,2.000298,-1.306877,-0.000251,0.000654,-0.623073,-0.000188,-0.000156,-0.006922,0.000433,0.001595,-0.003136,-0.000104,-0.000482,-0.008144,2.000225,2.000307,-1.313530,0.007638,0.003124,-0.622951,2.335245,2.322192,2.334558,2.318750,
1.750000,1.999836,2.000305,-1.313108,-0.000237,0.000636,-0.617988,-0.000184,-0.000140,-0.006954,0.000428,0.002034,-0.003010,-0.000077,-0.000413,-0.008487,2.000241,2.000383,-1.319612,0.007195,0.003979,-0.615708,2.342025,2.319398,2.341545,2.317342,
1.760000,1.999833,2.000311,-1.319288,-0.000224,0.000619,-0.612948,-0.000180,-0.000120,-0.006984,0.000369,0.002474,-0.002816,-0.000172,-0.000407,-0.008381,2.000328,2.000240,-1.326014,0.007426,0.001162,-0.614692,2.336874,2.320157,2.335675,2.317846,
1.770000,1.999831,2.000317,-1.325417,-0.000213,0.000602,-0.607923,-0.000176,-0.000095,-0.007012,0.000283,0.002950,-0.002591,-0.000088,-0.000201,-0.008496,2.000106,2.000417,-1.332057,0.003018,0.003104,-0.608530,2.338943,2.319873,2.338625,2.319510,
1.780000,1.999829,2.000323,-1.331496,-0.000204,0.000585,-0.602924,-0.000173,-0.000066,-0.007038,0.000212,0.003356,-0.002335,-0.000123,-0.000238,-0.008389,2.000254,2.000407,-1.337881,0.004997,0.002403,-0.600406,2.340609,2.324611,2.340339,2.324113,
1.790000,1.999827,2.000329,-1.337526,-0.000198,0.000569,-0.597971,-0.000171,-0.000032,-0.007061,0.000147,0.003707,-0.002066,-0.000127,-0.000182,-0.008417,2.000270,2.000369,-1.343994,0.004756,0.001314,-0.597940,2.340291,2.322447,2.341090,2.321017,
1.800000,1.999825,2.000335,-1.343505,-0.000195,0.000553,-0.593045,-0.000170,0.000005,-0.007082,0.000017,0.004010,-0.001775,-0.000102,-0.000067,-0.008163,2.000159,2.000413,-1.349637,0.002501,0.002155,-0.588272,2.338008,2.333485,2.338366,2.332701,
1.810000,1.999823,2.000340,-1.349436,-0.000196,0.000538,-0.588176,-0.000170,0.000045,-0.007100,-0.000128,0.004268,-0.001521,0.000021,-0.000092,-0.008281,2.000301,2.000623,-1.355508,0.004367,0.004888,-0.583407,2.345547,2.326883,2.347022,2.325964,
