t,n,e,d,vn,ve,vd,phi,theta,psi,p,q,r,phiE,thetaE,psiE,nE,eE,dE,vnE,veE,vdE,T1,T2,T3,T4
5.020000,2.228939,1.630972,-1.989772,0.405472,-0.602263,-0.034461,-0.024057,-0.030041,-0.006595,0.053928,0.007254,0.004428,-0.023321,-0.029432,-0.006405,2.233071,1.624866,-1.990224,0.408316,-0.603661,-0.034460,2.426407,2.454578,2.426388,2.454534,
5.030000,2.232993,1.624949,-1.990116,0.408387,-0.604630,-0.033924,-0.023519,-0.029967,-0.006552,0.053989,0.006951,0.003852,-0.022713,-0.029391,-0.006573,2.237230,1.618864,-1.990765,0.412150,-0.605178,-0.036931,2.423274,2.454342,2.424935,2.453238,
5.040000,2.237077,1.618903,-1.990456,0.411295,-0.606944,-0.033379,-0.022980,-0.029897,-0.006515,0.053940,0.006688,0.003273,-0.022032,-0.029172,-0.006493,2.241159,1.612951,-1.990902,0.412683,-0.604998,-0.033170,2.426846,2.455113,2.428543,2.452558,
5.050000,2.241190,1.612833,-1.990789,0.414197,-0.609206,-0.032843,-0.022441,-0.029829,-0.006484,0.053750,0.006509,0.002705,-0.021263,-0.028931,-0.006437,2.245099,1.607137,-1.991238,0.412448,-0.603617,-0.033258,2.422776,2.457497,2.426764,2.455228,
5.060000,2.245332,1.606741,-1.991118,0.417093,-0.611415,-0.032314,-0.021905,-0.029764,-0.006458,0.053377,0.006305,0.002124,-0.020906,-0.028862,-0.006360,2.249256,1.600873,-1.991420,0.415124,-0.609157,-0.030915,2.426724,2.454866,2.430309,2.454598,
5.070000,2.249503,1.600627,-1.991441,0.419984,-0.613571,-0.031797,-0.021372,-0.029700,-0.006439,0.052943,0.006024,0.001554,-0.020303,-0.028896,-0.006261,2.253544,1.594878,-1.991398,0.420020,-0.609655,-0.026093,2.424723,2.462532,2.427263,2.461568,
5.080000,2.253703,1.594492,-1.991759,0.422869,-0.615677,-0.031311,-0.020843,-0.029640,-0.006424,0.052471,0.005744,0.000954,-0.019640,-0.028880,-0.006262,2.257829,1.588918,-1.992066,0.423872,-0.609437,-0.031119,2.424040,2.458052,2.426943,2.455586,
5.090000,2.257932,1.588335,-1.992072,0.425749,-0.617730,-0.030826,-0.020318,-0.029582,-0.006416,0.051904,0.005504,0.000349,-0.019529,-0.028692,-0.005964,2.261860,1.582346,-1.992261,0.423401,-0.618608,-0.029025,2.428051,2.456823,2.428017,2.455516,
5.100000,2.262189,1.582157,-1.992380,0.428624,-0.619733,-0.030350,-0.019799,-0.029527,-0.006414,0.051406,0.005359,-0.000248,-0.018929,-0.028868,-0.005907,2.266324,1.576249,-1.992764,0.429109,-0.619108,-0.031420,2.422847,2.459816,2.422354,2.457470,
5.110000,2.266475,1.575960,-1.992684,0.431494,-0.621684,-0.029870,-0.019285,-0.029473,-0.006417,0.050942,0.005343,-0.000869,-0.018296,-0.028891,-0.006085,2.270731,1.570204,-1.993197,0.433597,-0.618486,-0.032625,2.421614,2.458103,2.422601,2.456808,
5.120000,2.270790,1.569743,-1.992982,0.434359,-0.623586,-0.029379,-0.018775,-0.029420,-0.006427,0.050489,0.005341,-0.001508,-0.018020,-0.028620,-0.006111,2.274822,1.563703,-1.993662,0.432200,-0.624647,-0.034039,2.424276,2.452802,2.426248,2.452091,
5.130000,2.275134,1.563507,-1.993276,0.437218,-0.625437,-0.028873,-0.018270,-0.029367,-0.006443,0.050033,0.005295,-0.002127,-0.017585,-0.028636,-0.006054,2.279224,1.557370,-1.993720,0.436195,-0.627657,-0.029272,2.429553,2.452530,2.430111,2.452562,
5.140000,2.279506,1.557253,-1.993565,0.440073,-0.627239,-0.028374,-0.017769,-0.029315,-0.006465,0.049649,0.005236,-0.002714,-0.017033,-0.028315,-0.006375,2.283280,1.551119,-1.994018,0.433843,-0.628804,-0.028746,2.428726,2.452340,2.431183,2.453071,
5.150000,2.283907,1.550981,-1.993849,0.442922,-0.628992,-0.027881,-0.017272,-0.029263,-0.006493,0.049281,0.005076,-0.003274,-0.016697,-0.028521,-0.006441,2.287939,1.544630,-1.994495,0.441084,-0.633456,-0.031385,2.431415,2.447318,2.431610,2.448571,
5.160000,2.288336,1.544691,-1.994127,0.445767,-0.630696,-0.027381,-0.016778,-0.029212,-0.006527,0.049024,0.004896,-0.003788,-0.016383,-0.028432,-0.006314,2.292291,1.538119,-1.994811,0.443017,-0.637994,-0.031071,2.432595,2.446555,2.430741,2.449005,
5.170000,2.292794,1.538384,-1.994401,0.448607,-0.632353,-0.026875,-0.016286,-0.029164,-0.006566,0.048971,0.004731,-0.004264,-0.015792,-0.028729,-0.006153,2.297172,1.531861,-1.994895,0.452613,-0.637715,-0.027211,2.431423,2.451508,2.430717,2.452588,
5.180000,2.297280,1.532060,-1.994670,0.451443,-0.633961,-0.026379,-0.015795,-0.029118,-0.006609,0.048991,0.004584,-0.004728,-0.015442,-0.028648,-0.006265,2.301677,1.525331,-1.994955,0.455060,-0.641784,-0.023580,2.436864,2.449962,2.434977,2.451555,
5.190000,2.301794,1.525721,-1.994934,0.454275,-0.635522,-0.025906,-0.015304,-0.029072,-0.006657,0.049131,0.004477,-0.005159,-0.014692,-0.028710,-0.006436,2.306361,1.519197,-1.994922,0.459889,-0.639292,-0.019540,2.443021,2.448716,2.442177,2.447513,
5.200000,2.306337,1.519365,-1.995193,0.457104,-0.637036,-0.025467,-0.014811,-0.029028,-0.006709,0.049230,0.004463,-0.005526,-0.014193,-0.028728,-0.006560,2.311074,1.512798,-1.995249,0.464381,-0.640650,-0.020998,2.436545,2.453106,2.435887,2.452248,
5.210000,2.310908,1.512995,-1.995448,0.459930,-0.638502,-0.025048,-0.014317,-0.028985,-0.006765,0.049302,0.004505,-0.005885,-0.013694,-0.028318,-0.006839,2.315327,1.506366,-1.995697,0.461192,-0.641979,-0.024414,2.434958,2.449594,2.436154,2.449486,
5.220000,2.315507,1.506610,-1.995698,0.462752,-0.639920,-0.024631,-0.013823,-0.028940,-0.006825,0.049313,0.004499,-0.006228,-0.013156,-0.028174,-0.006891,2.319874,1.499948,-1.995967,0.462869,-0.644029,-0.024300,2.445204,2.438430,2.447656,2.438600,
5.230000,2.320135,1.500211,-1.995944,0.465569,-0.641289,-0.024214,-0.013328,-0.028896,-0.006888,0.049242,0.004400,-0.006471,-0.012745,-0.028098,-0.006900,2.324517,1.493373,-1.996299,0.465844,-0.647432,-0.024987,2.439812,2.442739,2.441732,2.443548,
5.240000,2.324791,1.493798,-1.996186,0.468383,-0.642611,-0.023794,-0.012833,-0.028853,-0.006953,0.049146,0.004225,-0.006675,-0.012153,-0.028107,-0.007088,2.329282,1.486997,-1.996664,0.469789,-0.647451,-0.026051,2.444324,2.437156,2.445698,2.437742,
5.250000,2.329474,1.487372,-1.996424,0.471192,-0.643884,-0.023365,-0.012340,-0.028812,-0.007020,0.049041,0.004014,-0.006808,-0.011781,-0.028060,-0.007066,2.333983,1.480361,-1.996845,0.472417,-0.651135,-0.024419,2.446758,2.436845,2.447217,2.436998,
5.260000,2.334186,1.480933,-1.996658,0.473997,-0.645109,-0.022935,-0.011848,-0.028773,-0.007089,0.048946,0.003823,-0.006874,-0.011219,-0.028319,-0.006978,2.339069,1.473924,-1.996940,0.480319,-0.651591,-0.022273,2.444283,2.442493,2.443566,2.441429,
5.270000,2.338926,1.474482,-1.996887,0.476799,-0.646286,-0.022513,-0.011356,-0.028735,-0.007158,0.048859,0.003733,-0.006919,-0.010745,-0.028348,-0.007068,2.343957,1.467391,-1.997163,0.483982,-0.652746,-0.022066,2.444026,2.443079,2.442690,2.441909,
5.280000,2.343694,1.468019,-1.997113,0.479598,-0.647416,-0.022096,-0.010866,-0.028699,-0.007228,0.048794,0.003748,-0.006952,-0.010006,-0.028000,-0.007299,2.348428,1.461139,-1.997147,0.481161,-0.650160,-0.018944,2.451848,2.437469,2.453116,2.435675,
5.290000,2.348490,1.461545,-1.997334,0.482394,-0.648498,-0.021697,-0.010376,-0.028662,-0.007298,0.048634,0.003779,-0.006914,-0.009407,-0.027912,-0.007398,2.353211,1.454759,-1.997162,0.483267,-0.649216,-0.015844,2.448071,2.443372,2.450726,2.442111,
5.300000,2.353314,1.455060,-1.997550,0.485187,-0.649532,-0.021324,-0.009887,-0.028625,-0.007367,0.048368,0.003753,-0.006857,-0.009072,-0.027607,-0.007725,2.357747,1.448072,-1.997429,0.481277,-0.653135,-0.016512,2.451525,2.438293,2.454255,2.438475,
5.310000,2.358166,1.448565,-1.997764,0.487978,-0.650519,-0.020970,-0.009402,-0.028588,-0.007436,0.048065,0.003629,-0.006754,-0.008347,-0.027751,-0.007821,2.362777,1.441841,-1.997693,0.486717,-0.649464,-0.017591,2.456464,2.433110,2.458498,2.431686,
5.320000,2.363046,1.442059,-1.997973,0.490765,-0.651459,-0.020624,-0.008919,-0.028552,-0.007504,0.047700,0.003508,-0.006571,-0.007815,-0.027756,-0.007855,2.367702,1.435415,-1.998000,0.490068,-0.648867,-0.019101,2.451532,2.436314,2.454117,2.434130,
5.330000,2.367953,1.435545,-1.998180,0.493549,-0.652352,-0.020277,-0.008440,-0.028518,-0.007570,0.047240,0.003396,-0.006354,-0.007188,-0.027731,-0.007556,2.372593,1.429086,-1.998090,0.492555,-0.647094,-0.016958,2.449419,2.441237,2.452862,2.436669,
5.340000,2.372889,1.429021,-1.998382,0.496331,-0.653198,-0.019939,-0.007966,-0.028484,-0.007634,0.046589,0.003346,-0.006132,-0.006719,-0.027490,-0.007649,2.377321,1.422622,-1.998328,0.492183,-0.647930,-0.017935,2.449361,2.437761,2.454158,2.436557,
5.350000,2.377852,1.422489,-1.998582,0.499109,-0.653999,-0.019603,-0.007498,-0.028451,-0.007696,0.045855,0.003178,-0.005895,-0.006492,-0.027297,-0.007836,2.382074,1.415911,-1.998245,0.491889,-0.652243,-0.013584,2.453771,2.437420,2.457027,2.438594,
5.360000,2.382843,1.415949,-1.998778,0.501885,-0.654753,-0.019286,-0.007038,-0.028420,-0.007755,0.045195,0.002887,-0.005637,-0.005698,-0.027386,-0.007858,2.387185,1.409729,-1.998752,0.497241,-0.647784,-0.019080,2.447947,2.437704,2.454422,2.434622,
5.370000,2.387862,1.409402,-1.998971,0.504659,-0.655463,-0.018961,-0.006584,-0.028392,-0.007812,0.044329,0.002534,-0.005370,-0.005360,-0.027546,-0.008010,2.392405,1.403094,-1.999191,0.502907,-0.650977,-0.022018,2.450113,2.433135,2.453973,2.430653,
5.380000,2.392909,1.402847,-1.999160,0.507429,-0.656128,-0.018615,-0.006140,-0.028367,-0.007865,0.043412,0.002202,-0.005076,-0.004827,-0.027536,-0.008216,2.397455,1.396690,-1.999444,0.505705,-0.650074,-0.021678,2.451928,2.432127,2.454894,2.429088,
5.390000,2.397983,1.396286,-1.999346,0.510196,-0.656750,-0.018253,-0.005704,-0.028345,-0.007916,0.042466,0.001939,-0.004749,-0.004366,-0.027471,-0.008027,2.402443,1.390252,-1.999627,0.506837,-0.649591,-0.020274,2.451271,2.434314,2.453529,2.431404,
5.400000,2.403085,1.389718,-1.999529,0.512962,-0.657330,-0.017883,-0.005278,-0.028326,-0.007964,0.041527,0.001751,-0.004410,-0.003978,-0.027652,-0.007745,2.407782,1.383708,-2.000114,0.513823,-0.650932,-0.024644,2.444002,2.436641,2.446665,2.433386,
5.410000,2.408215,1.383145,-1.999708,0.515725,-0.657867,-0.017487,-0.004862,-0.028309,-0.008008,0.040566,0.001622,-0.004097,-0.003638,-0.027633,-0.007854,2.412932,1.377104,-2.000083,0.516693,-0.652838,-0.020217,2.447858,2.437340,2.449826,2.434604,
5.420000,2.413372,1.376566,-1.999883,0.518486,-0.658364,-0.017089,-0.004455,-0.028292,-0.008049,0.039631,0.001545,-0.003796,-0.003442,-0.027854,-0.007782,2.418390,1.370309,-2.000427,0.523502,-0.657911,-0.021806,2.449951,2.434331,2.449720,2.431703,
5.430000,2.418557,1.369983,-2.000054,0.521247,-0.658822,-0.016681,-0.004057,-0.028277,-0.008087,0.038798,0.001585,-0.003487,-0.002946,-0.028080,-0.007820,2.423916,1.363860,-2.000379,0.530727,-0.656321,-0.017622,2.445230,2.444332,2.443507,2.440972,
5.440000,2.423769,1.363395,-2.000220,0.524006,-0.659241,-0.016281,-0.003668,-0.028262,-0.008122,0.038074,0.001796,-0.003233,-0.002554,-0.027982,-0.007629,2.429128,1.357286,-2.000596,0.531741,-0.656652,-0.017829,2.448636,2.440414,2.447684,2.436517,
5.450000,2.429009,1.356802,-2.000383,0.526764,-0.659622,-0.015887,-0.003287,-0.028244,-0.008155,0.037391,0.002136,-0.002991,-0.002221,-0.027962,-0.007621,2.434481,1.350638,-2.000384,0.534787,-0.658140,-0.011619,2.448215,2.446044,2.448173,2.443685,
5.460000,2.434277,1.350206,-2.000542,0.529521,-0.659965,-0.015522,-0.002912,-0.028222,-0.008185,0.036762,0.002493,-0.002785,-0.001878,-0.027573,-0.007672,2.439409,1.344033,-2.000692,0.531293,-0.658604,-0.014053,2.446630,2.444441,2.445922,2.443818,
5.470000,2.439572,1.343606,-2.000697,0.532277,-0.660272,-0.015171,-0.002544,-0.028198,-0.008213,0.036262,0.002826,-0.002611,-0.001638,-0.027590,-0.007723,2.444770,1.337256,-2.000558,0.534460,-0.660996,-0.009937,2.449374,2.445889,2.449302,2.444783,
5.480000,2.444895,1.337004,-2.000849,0.535032,-0.660544,-0.014848,-0.002180,-0.028169,-0.008239,0.035826,0.003133,-0.002455,-0.001530,-0.027713,-0.007745,2.450252,1.330344,-2.000531,0.539369,-0.665820,-0.008124,2.454707,2.443773,2.450866,2.443708,
5.490000,2.450245,1.330398,-2.000997,0.537785,-0.660780,-0.014555,-0.001821,-0.028138,-0.008263,0.035611,0.003517,-0.002295,-0.001377,-0.027521,-0.007706,2.455466,1.323452,-2.000816,0.538993,-0.669355,-0.010977,2.449696,2.443811,2.446558,2.446867,
5.500000,2.455623,1.323790,-2.001143,0.540536,-0.660981,-0.014273,-0.001464,-0.028103,-0.008286,0.035657,0.003827,-0.002156,-0.001273,-0.027381,-0.007843,2.460771,1.316485,-2.001006,0.539800,-0.673655,-0.011728,2.454358,2.436733,2.451019,2.443087,
5.510000,2.461028,1.317180,-2.001286,0.543284,-0.661147,-0.013997,-0.001107,-0.028065,-0.008308,0.036037,0.003969,-0.001993,-0.000704,-0.027497,-0.007729,2.466418,1.309989,-2.001387,0.546211,-0.670198,-0.015079,2.448900,2.438777,2.447019,2.442902,
5.520000,2.466461,1.310569,-2.001426,0.546027,-0.661278,-0.013711,-0.000746,-0.028025,-0.008328,0.036553,0.004002,-0.001834,-0.000095,-0.027800,-0.007900,2.472277,1.303573,-2.001429,0.554660,-0.665760,-0.013499,2.451747,2.440210,2.448095,2.440423,
5.530000,2.471922,1.303956,-2.001563,0.548768,-0.661374,-0.013422,-0.000380,-0.027985,-0.008346,0.037103,0.004150,-0.001669,0.000106,-0.027716,-0.007869,2.477794,1.296747,-2.001724,0.556917,-0.668452,-0.015610,2.448915,2.439892,2.444863,2.442077,
5.540000,2.477409,1.297342,-2.001697,0.551504,-0.661434,-0.013121,-0.000009,-0.027944,-0.008363,0.037763,0.004335,-0.001513,0.001129,-0.027373,-0.008302,2.483076,1.290818,-2.001944,0.555285,-0.657054,-0.016229,2.450844,2.435256,2.452506,2.435413,
5.550000,2.482924,1.290728,-2.001828,0.554236,-0.661457,-0.012808,0.000369,-0.027900,-0.008378,0.038238,0.004418,-0.001323,0.001677,-0.027373,-0.008429,2.488693,1.284433,-2.002233,0.558646,-0.654628,-0.018142,2.448184,2.437105,2.449505,2.434786,
5.560000,2.488467,1.284114,-2.001956,0.556964,-0.661444,-0.012476,0.000752,-0.027856,-0.008391,0.038489,0.004520,-0.001119,0.001971,-0.027258,-0.008558,2.494195,1.277770,-2.002410,0.559210,-0.656372,-0.017832,2.451825,2.433266,2.453261,2.431605,
5.570000,2.494036,1.277499,-2.002081,0.559687,-0.661393,-0.012129,0.001137,-0.027811,-0.008403,0.038581,0.004610,-0.000876,0.002360,-0.027330,-0.008593,2.499959,1.271218,-2.002480,0.563989,-0.656597,-0.016094,2.453335,2.432971,2.454819,2.432143,
5.580000,2.499633,1.270885,-2.002202,0.562406,-0.661305,-0.011777,0.001523,-0.027765,-0.008411,0.038572,0.004658,-0.000595,0.002876,-0.027126,-0.008516,2.505397,1.264813,-2.002549,0.563009,-0.653617,-0.014336,2.446671,2.441856,2.448639,2.439555,
5.590000,2.505257,1.264272,-2.002320,0.565121,-0.661179,-0.011429,0.001909,-0.027718,-0.008417,0.038415,0.004708,-0.000343,0.003216,-0.027104,-0.008769,2.511105,1.258211,-2.002518,0.567109,-0.653843,-0.011533,2.453870,2.436099,2.457370,2.435048,
5.600000,2.510908,1.257660,-2.002434,0.567832,-0.661015,-0.011094,0.002293,-0.027671,-0.008421,0.038127,0.004662,-0.000061,0.002988,-0.026949,-0.008602,2.516663,1.250989,-2.002749,0.567943,-0.663706,-0.013128,2.448598,2.439818,2.448296,2.442293,
5.610000,2.516587,1.251050,-2.002545,0.570539,-0.660814,-0.010763,0.002675,-0.027624,-0.008421,0.037996,0.004549,0.000194,0.003383,-0.026888,-0.008491,2.522347,1.244338,-2.002861,0.571095,-0.663449,-0.012315,2.449588,2.439456,2.450896,2.440489,
5.620000,2.522292,1.244442,-2.002653,0.573242,-0.660575,-0.010438,0.003055,-0.027579,-0.008419,0.037881,0.004375,0.000440,0.003934,-0.026858,-0.008744,2.528066,1.237918,-2.002767,0.573908,-0.660361,-0.009944,2.456872,2.435382,2.456798,2.436281,
5.630000,2.528025,1.237836,-2.002757,0.575941,-0.660299,-0.010129,0.003433,-0.027535,-0.008414,0.037823,0.004207,0.000720,0.004474,-0.026929,-0.008976,2.533943,1.231509,-2.002763,0.578134,-0.656785,-0.008424,2.460848,2.433053,2.461772,2.432634,
5.640000,2.533784,1.231233,-2.002859,0.578637,-0.659986,-0.009837,0.003811,-0.027493,-0.008407,0.037730,0.004055,0.001058,0.005092,-0.027056,-0.008796,2.539940,1.225208,-2.002678,0.583238,-0.652372,-0.005918,2.455876,2.440929,2.458255,2.438316,
5.650000,2.539570,1.224633,-2.002957,0.581329,-0.659636,-0.009569,0.004188,-0.027453,-0.008396,0.037478,0.003942,0.001398,0.005391,-0.026733,-0.008956,2.545458,1.218601,-2.002724,0.580966,-0.653715,-0.005211,2.459984,2.436539,2.462260,2.436114,
5.660000,2.545384,1.218037,-2.003053,0.584019,-0.659248,-0.009324,0.004563,-0.027413,-0.008382,0.037182,0.003786,0.001770,0.005660,-0.026686,-0.008994,2.551284,1.211926,-2.002773,0.583514,-0.655688,-0.004603,2.457408,2.439429,2.459936,2.439330,
5.670000,2.551224,1.211445,-2.003146,0.586705,-0.658824,-0.009099,0.004934,-0.027375,-0.008364,0.036851,0.003576,0.002144,0.006189,-0.026848,-0.009020,2.557362,1.205557,-2.002765,0.589305,-0.652827,-0.003375,2.455819,2.443435,2.457290,2.441931,
5.680000,2.557091,1.204856,-2.003237,0.589389,-0.658364,-0.008895,0.005302,-0.027340,-0.008343,0.036482,0.003409,0.002499,0.006171,-0.026679,-0.009072,2.563078,1.198562,-2.002966,0.588603,-0.659414,-0.005666,2.456266,2.440501,2.456450,2.440560,
5.690000,2.562985,1.198273,-2.003326,0.592070,-0.657867,-0.008698,0.005666,-0.027306,-0.008318,0.036182,0.003267,0.002846,0.006458,-0.026702,-0.009293,2.569021,1.191796,-2.003187,0.591313,-0.661790,-0.007924,2.459976,2.434191,2.461007,2.433752,
5.700000,2.568905,1.191694,-2.003413,0.594747,-0.657334,-0.008498,0.006027,-0.027273,-0.008289,0.035890,0.003133,0.003230,0.006878,-0.026509,-0.009137,2.574785,1.185235,-2.003128,0.591351,-0.660514,-0.005995,2.456638,2.437761,2.458244,2.440356,
5.710000,2.574853,1.185121,-2.003498,0.597422,-0.656766,-0.008302,0.006385,-0.027242,-0.008256,0.035692,0.002878,0.003610,0.007114,-0.026430,-0.009169,2.580675,1.178500,-2.003569,0.593501,-0.661674,-0.011718,2.453087,2.435501,2.453128,2.439051,
5.720000,2.580827,1.178553,-2.003581,0.600093,-0.656163,-0.008086,0.006741,-0.027214,-0.008220,0.035657,0.002547,0.003978,0.007368,-0.026305,-0.009475,2.586518,1.171739,-2.003727,0.594823,-0.663368,-0.012371,2.455271,2.432316,2.455657,2.436043,
5.730000,2.586828,1.171991,-2.003662,0.602762,-0.655526,-0.007851,0.007097,-0.027188,-0.008180,0.035747,0.002137,0.004358,0.007764,-0.026662,-0.009603,2.592948,1.165120,-2.003922,0.604554,-0.663155,-0.012905,2.458717,2.429477,2.457784,2.431719,
5.740000,2.592856,1.165436,-2.003740,0.605427,-0.654853,-0.007597,0.007453,-0.027167,-0.008136,0.035932,0.001764,0.004772,0.007968,-0.026651,-0.009301,2.599042,1.158363,-2.003953,0.608160,-0.664385,-0.011484,2.454143,2.435588,2.450910,2.439914,
5.750000,2.598910,1.158888,-2.003816,0.608091,-0.654145,-0.007334,0.007811,-0.027150,-0.008089,0.036346,0.001426,0.005162,0.008507,-0.026623,-0.009267,2.605130,1.151929,-2.004007,0.610452,-0.660571,-0.010669,2.452190,2.438822,2.450524,2.440511,
5.760000,2.604991,1.152346,-2.003890,0.610753,-0.653403,-0.007066,0.008173,-0.027136,-0.008037,0.036797,0.001156,0.005521,0.008778,-0.026659,-0.009143,2.611291,1.145197,-2.003841,0.613722,-0.662093,-0.006650,2.451974,2.443853,2.449725,2.444967,
5.770000,2.611098,1.145812,-2.003960,0.613414,-0.652624,-0.006812,0.008539,-0.027125,-0.007981,0.037276,0.000981,0.005834,0.009319,-0.026522,-0.009422,2.617262,1.138744,-2.003765,0.613904,-0.658888,-0.003955,2.456861,2.441938,2.455601,2.441706,
5.780000,2.617233,1.139286,-2.004028,0.616075,-0.651810,-0.006579,0.008911,-0.027116,-0.007923,0.037696,0.000894,0.006142,0.010124,-0.026631,-0.008991,2.623593,1.132663,-2.003931,0.618999,-0.650328,-0.005734,2.450177,2.445895,2.451467,2.444434,
5.790000,2.623393,1.132768,-2.004094,0.618736,-0.650959,-0.006355,0.009286,-0.027107,-0.007861,0.037934,0.000831,0.006411,0.010612,-0.026520,-0.008738,2.629626,1.126302,-2.003941,0.619044,-0.647086,-0.004600,2.446148,2.452664,2.446338,2.449116,
5.800000,2.629581,1.126258,-2.004158,0.621396,-0.650071,-0.006143,0.009663,-0.027100,-0.007797,0.037993,0.000900,0.006608,0.011225,-0.026608,-0.008783,2.635964,1.120073,-2.003880,0.623151,-0.642391,-0.002843,2.448715,2.450574,2.452240,2.446270,
5.810000,2.635795,1.119758,-2.004219,0.624056,-0.649145,-0.005947,0.010042,-0.027091,-0.007731,0.037763,0.000983,0.006774,0.011534,-0.026626,-0.008787,2.642268,1.113572,-2.003803,0.626707,-0.642614,-0.001388,2.449614,2.451260,2.451994,2.448048,
5.820000,2.642035,1.113266,-2.004279,0.626716,-0.648182,-0.005771,0.010417,-0.027082,-0.007663,0.037381,0.001080,0.006911,0.011941,-0.026577,-0.008824,2.648477,1.107202,-2.003940,0.628312,-0.640699,-0.003382,2.451831,2.448271,2.452807,2.443784,
5.830000,2.648302,1.106784,-2.004336,0.629376,-0.647182,-0.005601,0.010789,-0.027072,-0.007594,0.036883,0.001282,0.007045,0.012161,-0.026757,-0.008854,2.655003,1.100664,-2.004071,0.634384,-0.641487,-0.004284,2.448531,2.450396,2.448355,2.447349,
5.840000,2.654596,1.100312,-2.004392,0.632035,-0.646146,-0.005433,0.011156,-0.027060,-0.007523,0.036383,0.001558,0.007152,0.012682,-0.026827,-0.008901,2.661447,1.094420,-2.004167,0.638067,-0.637634,-0.004955,2.447838,2.451079,2.449001,2.445111,
5.850000,2.660916,1.093851,-2.004447,0.634693,-0.645073,-0.005262,0.011518,-0.027045,-0.007452,0.035730,0.001949,0.007238,0.012791,-0.026770,-0.008753,2.667785,1.087757,-2.004276,0.639641,-0.640619,-0.005251,2.451978,2.446134,2.452040,2.442256,
5.860000,2.667263,1.087400,-2.004499,0.637349,-0.643965,-0.005088,0.011873,-0.027027,-0.007379,0.035069,0.002397,0.007338,0.013126,-0.026637,-0.008476,2.674080,1.081363,-2.004467,0.640637,-0.639536,-0.007034,2.444166,2.451056,2.444521,2.448799,
5.870000,2.673637,1.080961,-2.004550,0.640004,-0.642822,-0.004904,0.012222,-0.027004,-0.007305,0.034448,0.002824,0.007396,0.013464,-0.026454,-0.008264,2.680317,1.074946,-2.004536,0.639989,-0.638659,-0.007353,2.442397,2.451891,2.444182,2.449433,
5.880000,2.680037,1.074532,-2.004599,0.642656,-0.641645,-0.004711,0.012565,-0.026976,-0.007231,0.033800,0.003189,0.007413,0.013559,-0.026232,-0.008067,2.686504,1.068284,-2.004627,0.639785,-0.641260,-0.007300,2.440484,2.453195,2.441247,2.453140,
5.890000,2.686463,1.068116,-2.004646,0.645305,-0.640433,-0.004510,0.012901,-0.026945,-0.007156,0.033254,0.003457,0.007377,0.013699,-0.026281,-0.008009,2.692998,1.061632,-2.004577,0.644149,-0.643542,-0.005338,2.442120,2.454056,2.441630,2.454405,
5.900000,2.692917,1.061712,-2.004691,0.647952,-0.639189,-0.004311,0.013231,-0.026912,-0.007082,0.032846,0.003677,0.007299,0.014038,-0.026203,-0.007637,2.699425,1.055232,-2.004796,0.646489,-0.641121,-0.006997,2.436156,2.457412,2.436138,2.458763,
5.910000,2.699396,1.055320,-2.004735,0.650595,-0.637913,-0.004106,0.013558,-0.026876,-0.007009,0.032568,0.003806,0.007149,0.014400,-0.026094,-0.007477,2.705822,1.048872,-2.004936,0.648273,-0.639232,-0.007576,2.434958,2.458068,2.435006,2.459044,
5.920000,2.705902,1.048941,-2.004776,0.653235,-0.636604,-0.003895,0.013881,-0.026839,-0.006937,0.032378,0.003873,0.006934,0.014885,-0.025834,-0.007467,2.712036,1.042691,-2.005041,0.646726,-0.634629,-0.007881,2.435403,2.457005,2.436181,2.457706,
5.930000,2.712434,1.042575,-2.004815,0.655871,-0.635263,-0.003675,0.014203,-0.026801,-0.006867,0.032224,0.003875,0.006676,0.015101,-0.025946,-0.007383,2.718683,1.036216,-2.004845,0.651960,-0.635213,-0.003490,2.437872,2.459200,2.438529,2.459916,
5.940000,2.718993,1.036222,-2.004851,0.658504,-0.633891,-0.003468,0.014524,-0.026763,-0.006799,0.032102,0.003829,0.006385,0.015377,-0.025975,-0.007574,2.725288,1.029817,-2.005017,0.655386,-0.634653,-0.005096,2.436985,2.458730,2.436783,2.459513,
5.950000,2.725578,1.029883,-2.004886,0.661134,-0.632487,-0.003264,0.014843,-0.026726,-0.006735,0.032040,0.003771,0.006062,0.015637,-0.026102,-0.007579,2.732042,1.023444,-2.004911,0.660817,-0.633740,-0.002733,2.437667,2.460996,2.435865,2.462417,
5.960000,2.732189,1.023558,-2.004919,0.663760,-0.631051,-0.003072,0.015162,-0.026689,-0.006674,0.032104,0.003739,0.005705,0.016009,-0.025663,-0.007526,2.738182,1.017188,-2.004834,0.656544,-0.631129,-0.000682,2.438021,2.461586,2.438647,2.463128,
5.970000,2.738827,1.017248,-2.004949,0.666383,-0.629584,-0.002898,0.015481,-0.026652,-0.006616,0.032187,0.003637,0.005322,0.016180,-0.025898,-0.007423,2.745049,1.010686,-2.005157,0.663281,-0.632371,-0.005389,2.440016,2.456226,2.439207,2.455908,
5.980000,2.745491,1.010952,-2.004978,0.669002,-0.628085,-0.002719,0.015802,-0.026617,-0.006562,0.032271,0.003596,0.004951,0.016850,-0.026167,-0.007106,2.752033,1.004768,-2.004944,0.670796,-0.624941,-0.001356,2.434965,2.466234,2.434740,2.463614,
